"Time [ms]","InducedVoltage(PhaseA) [V]","InducedVoltage(PhaseB) [V]","InducedVoltage(PhaseC) [V]"
545,496.675002849827,-318.23708916286,-182.166164279444
546,505.568524750971,-183.519759468762,-329.047834396229
547,440.86963277161,-47.5113763422179,-439.462457912582
548,347.763444777622,128.628039060544,-496.1702822455
549,261.246616569756,293.42029498142,-497.687019099458
550,95.9557845349672,411.564521459667,-449.881247347311
551,-87.3630079251098,475.235551559562,-417.336432598206
552,-240.316224624961,490.18384678131,-291.148012578106
553,-367.833800349609,496.563418273499,-128.679362294495
554,-459.29436287243,429.086663316544,18.6274769794705
555,-501.937405573402,307.205181041464,178.345062508873
556,-500.37805909816,199.832959024387,334.355620200643
557,-428.400256354813,48.6631041408272,443.617215043521
558,-371.435070985247,-136.386705974159,490.580845288883
559,-257.07324756919,-295.612675065511,488.175348835199
560,-84.9067438021125,-404.562004133026,472.066721776418
561,84.8219209408114,-473.493406395589,409.799402889401
562,233.558880477683,-501.373896421565,275.30993622033
563,369.703730193149,-495.112257538247,136.933494831976
564,464.87698340083,-411.622361672414,-9.51955483987366
565,502.904248369683,-318.964467216683,-184.184119309984
566,488.559673684283,-210.122352482065,-337.959349333869
567,434.363194209392,-39.3821507891747,-440.728358482414
568,384.810584393963,142.137288560704,-487.29251304452
569,244.173062613772,287.473188486382,-488.058063462223
570,74.8470952738616,403.722449477742,-485.426521065917
571,-71.9018005570702,475.387958744339,-396.845026836429
572,-232.277070248826,508.192342698518,-266.921303222979
573,-373.702034638446,487.948263164371,-152.071056480952
574,-466.413385258949,402.489575034617,9.73433287623737
575,-498.998025980433,338.641381364494,191.492081146797
576,-479.759633102782,207.130499673313,338.525072123484
577,-456.338083321027,28.2910461908752,433.07495909092
578,-376.248738628915,-140.283209385881,484.686603491975
579,-229.913953691185,-280.479848812413,502.300402679193
580,-85.726323563603,-404.7293823693,480.336717654828
581,66.8508325608215,-482.79825622453,379.491116214937
582,236.83046903856,-506.095787391447,284.145142129247
583,378.263182511315,-473.404018747417,157.308077270575
584,462.914388044899,-417.65051248173,-18.8268756444787
585,492.913422393448,-345.83856888071,-195.578074695202
586,485.338927055876,-193.502556813447,-331.430648001737
587,466.604152252663,-22.1565703218414,-432.769329855253
588,361.015943802672,127.423482676661,-486.029208437842
589,223.712620821685,282.343459251785,-510.802572397149
590,101.45472909294,407.761438895024,-468.945693411177
591,-68.9518195905503,484.159257345917,-373.667489938049
592,-243.718861319906,502.315794283123,-302.501010792298
593,-377.32614169683,466.206723169155,-153.551747714016
594,-456.754052042666,437.515500571607,29.2673229183098
595,-490.236573009218,337.528972211347,193.067223322382
596,-499.696074016489,181.449830848066,325.002830015042
597,-459.404067914522,32.3277937487836,434.775456070433
598,-345.217994547316,-123.018658244934,494.26419680359
599,-242.763855792303,-286.938611492815,506.318483671466
600,-103.716809377148,-414.017920283108,453.055274882844
601,77.2061020818191,-479.336491757015,396.18751925244
